,coords_str,lat,lon,distance_to_center,p,q,r,dl_done,asian,european,fast,night_life,other,sweet,all
738,3_-12_9,48.84593295878951,2.3548492041288256,1873,3,-12,9,1.0,0.0,8.0,5.0,1.0,0.0,0.0,15.0
739,2_-12_10,48.84542024254139,2.3534994694192166,1928,2,-12,10,1.0,0.0,8.0,7.0,1.0,1.0,0.0,18.0
740,1_-12_11,48.84490752629328,2.3521497347096085,1997,1,-12,11,1.0,3.0,13.0,11.0,8.0,2.0,3.0,41.0
741,0_-12_12,48.84439481004516,2.3508,2078,0,-12,12,1.0,5.0,15.0,7.0,12.0,3.0,6.0,49.0
742,-1_-12_13,48.843882093797035,2.3494502652903915,2170,-1,-12,13,1.0,5.0,16.0,7.0,13.0,2.0,6.0,50.0
743,-2_-12_14,48.84336937754893,2.3481005305807834,2271,-2,-12,14,1.0,5.0,12.0,6.0,11.0,2.0,6.0,43.0
744,-3_-12_15,48.84285666130079,2.3467507958711744,2381,-3,-12,15,1.0,4.0,8.0,3.0,7.0,1.0,5.0,29.0
745,-4_-12_16,48.84234394505268,2.345401061161566,2497,-4,-12,16,1.0,0.0,3.0,1.0,3.0,1.0,0.0,9.0
746,-5_-12_17,48.84183122880457,2.3440513264519574,2621,-5,-12,17,1.0,0.0,5.0,1.0,2.0,0.0,0.0,9.0
747,-6_-12_18,48.841318512556455,2.3427015917423493,2749,-6,-12,18,1.0,1.0,5.0,1.0,2.0,0.0,0.0,10.0
748,-7_-12_19,48.84080579630832,2.3413518570327403,2882,-7,-12,19,1.0,1.0,3.0,3.0,2.0,0.0,0.0,10.0
749,-8_-12_20,48.84029308006021,2.340002122323132,3019,-8,-12,20,1.0,1.0,2.0,2.0,1.0,0.0,0.0,7.0
750,-9_-12_21,48.8397803638121,2.338652387613523,3160,-9,-12,21,1.0,1.0,2.0,3.0,1.0,0.0,0.0,8.0
751,-10_-12_22,48.83926764756397,2.3373026529039143,3304,-10,-12,22,1.0,1.0,2.0,3.0,1.0,0.0,0.0,8.0
752,-11_-12_23,48.83875493131586,2.3359529181943057,3451,-11,-12,23,1.0,1.0,4.0,4.0,3.0,0.0,0.0,13.0
753,-12_-12_24,48.83824221506774,2.3346031834846968,3600,-12,-12,24,1.0,0.0,4.0,3.0,2.0,0.0,0.0,10.0
754,-13_-12_25,48.83772949881962,2.3332534487750887,3750,-13,-12,25,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0
755,-14_-12_26,48.837216782571495,2.33190371406548,3903,-14,-12,26,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0
756,-15_-12_27,48.836704066323385,2.330553979355872,4058,-15,-12,27,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
757,-16_-12_28,48.83619135007528,2.329204244646263,4214,-16,-12,28,1.0,2.0,3.0,0.0,2.0,1.0,0.0,9.0
758,-17_-12_29,48.83567863382715,2.3278545099366545,4371,-17,-12,29,1.0,4.0,5.0,1.0,2.0,2.0,1.0,16.0
759,-18_-12_30,48.83516591757903,2.326504775227046,4529,-18,-12,30,1.0,7.0,9.0,1.0,2.0,3.0,1.0,24.0
760,30_-11_-19,48.86080172998494,2.391292041288257,4553,30,-11,-19,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0
761,29_-11_-18,48.86028901373682,2.3899423065786483,4392,29,-11,-18,1.0,1.0,1.0,2.0,2.0,0.0,0.0,7.0
762,28_-11_-17,48.85977629748871,2.38859257186904,4232,28,-11,-17,1.0,2.0,4.0,2.0,2.0,0.0,0.0,11.0
763,27_-11_-16,48.859263581240604,2.387242837159431,4073,27,-11,-16,1.0,2.0,4.0,2.0,2.0,0.0,0.0,11.0
764,26_-11_-15,48.858750864992466,2.3858931024498227,3915,26,-11,-15,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0
765,25_-11_-14,48.85823814874436,2.3845433677402137,3758,25,-11,-14,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0
766,24_-11_-13,48.857725432496224,2.3831936330306056,3604,24,-11,-13,1.0,2.0,7.0,5.0,0.0,0.0,1.0,16.0
767,23_-11_-12,48.857212716248114,2.381843898320997,3451,23,-11,-12,1.0,3.0,9.0,8.0,0.0,0.0,1.0,22.0
768,22_-11_-11,48.8567,2.3804941636113885,3300,22,-11,-11,1.0,5.0,10.0,10.0,3.0,0.0,1.0,30.0
769,21_-11_-10,48.85618728375188,2.37914442890178,3151,21,-11,-10,1.0,5.0,8.0,9.0,3.0,0.0,1.0,27.0
770,20_-11_-9,48.855674567503755,2.3777946941921715,3004,20,-11,-9,1.0,4.0,12.0,9.0,7.0,2.0,0.0,35.0
771,19_-11_-8,48.855161851255644,2.376444959482563,2861,19,-11,-8,1.0,5.0,9.0,11.0,9.0,2.0,1.0,38.0
772,18_-11_-7,48.85464913500754,2.375095224772954,2722,18,-11,-7,1.0,4.0,7.0,9.0,16.0,3.0,0.0,40.0
773,17_-11_-6,48.854136418759396,2.373745490063345,2586,17,-11,-6,1.0,5.0,9.0,11.0,17.0,3.0,0.0,46.0
774,16_-11_-5,48.85362370251129,2.372395755353737,2455,16,-11,-5,1.0,6.0,5.0,9.0,15.0,1.0,1.0,38.0
775,15_-11_-4,48.85311098626317,2.3710460206441284,2330,15,-11,-4,1.0,5.0,3.0,5.0,12.0,3.0,1.0,30.0
776,14_-11_-3,48.85259827001505,2.36969628593452,2211,14,-11,-3,1.0,4.0,5.0,4.0,4.0,2.0,1.0,21.0
777,13_-11_-2,48.852085553766926,2.368346551224912,2099,13,-11,-2,1.0,1.0,4.0,2.0,4.0,1.0,1.0,14.0
778,12_-11_-1,48.851572837518816,2.3669968165153032,1997,12,-11,-1,1.0,0.0,3.0,1.0,2.0,0.0,0.0,7.0
779,11_-11_0,48.85106012127071,2.3656470818056943,1905,11,-11,0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,7.0
780,10_-11_1,48.850547405022574,2.3642973470960857,1824,10,-11,1,1.0,0.0,3.0,0.0,1.0,1.0,0.0,6.0
781,9_-11_2,48.850034688774464,2.362947612386477,1757,9,-11,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
782,8_-11_3,48.84952197252634,2.3615978776768687,1705,8,-11,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
783,7_-11_4,48.84900925627822,2.36024814296726,1670,7,-11,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
784,6_-11_5,48.8484965400301,2.3588984082576507,1652,6,-11,5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0
785,5_-11_6,48.847983823781995,2.3575486735480427,1652,5,-11,6,1.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0
786,4_-11_7,48.847471107533856,2.356198938838434,1670,4,-11,7,1.0,3.0,2.0,1.0,2.0,0.0,0.0,9.0
787,3_-11_8,48.84695839128575,2.3548492041288256,1705,3,-11,8,1.0,1.0,4.0,5.0,3.0,0.0,0.0,14.0
788,2_-11_9,48.84644567503763,2.3534994694192166,1757,2,-11,9,1.0,1.0,8.0,8.0,2.0,0.0,0.0,20.0
789,1_-11_10,48.84593295878951,2.3521497347096085,1824,1,-11,10,1.0,2.0,12.0,10.0,8.0,0.0,0.0,33.0
790,0_-11_11,48.84542024254139,2.3508,1905,0,-11,11,1.0,5.0,13.0,7.0,8.0,1.0,4.0,39.0
791,-1_-11_12,48.84490752629328,2.3494502652903915,1997,-1,-11,12,1.0,5.0,14.0,5.0,11.0,2.0,6.0,44.0
792,-2_-11_13,48.84439481004516,2.3481005305807834,2099,-2,-11,13,1.0,5.0,12.0,4.0,12.0,1.0,6.0,41.0
793,-3_-11_14,48.843882093797035,2.3467507958711744,2211,-3,-11,14,1.0,5.0,10.0,5.0,10.0,1.0,6.0,38.0
794,-4_-11_15,48.84336937754893,2.345401061161566,2330,-4,-11,15,1.0,0.0,3.0,2.0,5.0,1.0,0.0,12.0
795,-5_-11_16,48.84285666130079,2.3440513264519574,2455,-5,-11,16,1.0,0.0,5.0,3.0,2.0,0.0,0.0,11.0
796,-6_-11_17,48.84234394505268,2.3427015917423493,2586,-6,-11,17,1.0,0.0,5.0,2.0,2.0,0.0,0.0,10.0
797,-7_-11_18,48.84183122880457,2.3413518570327403,2722,-7,-11,18,1.0,1.0,4.0,3.0,2.0,0.0,0.0,11.0
798,-8_-11_19,48.841318512556455,2.340002122323132,2861,-8,-11,19,1.0,1.0,3.0,2.0,0.0,0.0,0.0,7.0
799,-9_-11_20,48.84080579630832,2.338652387613523,3004,-9,-11,20,1.0,1.0,3.0,3.0,1.0,0.0,0.0,9.0
800,-10_-11_21,48.84029308006021,2.3373026529039143,3151,-10,-11,21,1.0,2.0,2.0,6.0,1.0,0.0,0.0,12.0
801,-11_-11_22,48.8397803638121,2.3359529181943057,3299,-11,-11,22,1.0,1.0,4.0,3.0,1.0,0.0,0.0,10.0
802,-12_-11_23,48.83926764756397,2.3346031834846968,3451,-12,-11,23,1.0,2.0,6.0,4.0,2.0,0.0,0.0,15.0
803,-13_-11_24,48.83875493131586,2.3332534487750887,3604,-13,-11,24,1.0,2.0,3.0,4.0,2.0,0.0,0.0,12.0
804,-14_-11_25,48.83824221506774,2.33190371406548,3758,-14,-11,25,1.0,0.0,2.0,3.0,1.0,0.0,0.0,7.0
805,-15_-11_26,48.83772949881962,2.330553979355872,3915,-15,-11,26,1.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0
806,-16_-11_27,48.837216782571495,2.329204244646263,4073,-16,-11,27,1.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0
807,-17_-11_28,48.836704066323385,2.3278545099366545,4232,-17,-11,28,1.0,3.0,1.0,1.0,2.0,2.0,0.0,10.0
808,-18_-11_29,48.83619135007528,2.326504775227046,4392,-18,-11,29,1.0,6.0,4.0,1.0,2.0,4.0,0.0,18.0
809,-19_-11_30,48.83567863382715,2.325155040517437,4553,-19,-11,30,1.0,8.0,6.0,1.0,3.0,4.0,0.0,23.0
810,30_-10_-20,48.861827162481184,2.391292041288257,4582,30,-10,-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
811,29_-10_-19,48.86131444623306,2.3899423065786483,4419,29,-10,-19,1.0,0.0,2.0,4.0,2.0,0.0,0.0,9.0
812,28_-10_-18,48.86080172998494,2.38859257186904,4256,28,-10,-18,1.0,1.0,4.0,2.0,2.0,0.0,0.0,10.0
813,27_-10_-17,48.86028901373682,2.387242837159431,4095,27,-10,-17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
814,26_-10_-16,48.85977629748871,2.3858931024498227,3934,26,-10,-16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
815,25_-10_-15,48.859263581240604,2.3845433677402137,3774,25,-10,-15,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0
816,24_-10_-14,48.858750864992466,2.3831936330306056,3616,24,-10,-14,1.0,1.0,1.0,2.0,0.0,0.0,1.0,6.0
817,23_-10_-13,48.85823814874436,2.381843898320997,3459,23,-10,-13,1.0,3.0,8.0,6.0,1.0,0.0,1.0,20.0
818,22_-10_-12,48.857725432496224,2.3804941636113885,3304,22,-10,-12,1.0,3.0,11.0,11.0,4.0,0.0,1.0,31.0
819,21_-10_-11,48.857212716248114,2.37914442890178,3151,21,-10,-11,1.0,5.0,9.0,10.0,4.0,0.0,1.0,30.0
820,20_-10_-10,48.8567,2.3777946941921715,3000,20,-10,-10,1.0,5.0,9.0,9.0,7.0,2.0,1.0,34.0
821,19_-10_-9,48.85618728375188,2.376444959482563,2851,19,-10,-9,1.0,5.0,9.0,10.0,8.0,2.0,1.0,36.0
822,18_-10_-8,48.855674567503755,2.375095224772954,2705,18,-10,-8,1.0,4.0,11.0,10.0,9.0,3.0,1.0,39.0
823,17_-10_-7,48.855161851255644,2.373745490063345,2563,17,-10,-7,1.0,6.0,9.0,12.0,20.0,4.0,1.0,53.0
824,16_-10_-6,48.85464913500754,2.372395755353737,2424,16,-10,-6,1.0,5.0,6.0,12.0,17.0,3.0,1.0,45.0
825,15_-10_-5,48.854136418759396,2.3710460206441284,2291,15,-10,-5,1.0,5.0,5.0,8.0,12.0,3.0,1.0,35.0
826,14_-10_-4,48.85362370251129,2.36969628593452,2163,14,-10,-4,1.0,3.0,5.0,7.0,10.0,4.0,1.0,31.0
827,13_-10_-3,48.85311098626317,2.368346551224912,2042,13,-10,-3,1.0,2.0,4.0,5.0,3.0,3.0,1.0,19.0
828,12_-10_-2,48.85259827001505,2.3669968165153032,1928,12,-10,-2,1.0,1.0,8.0,3.0,4.0,2.0,1.0,20.0
829,11_-10_-1,48.852085553766926,2.3656470818056943,1824,11,-10,-1,1.0,1.0,5.0,2.0,3.0,0.0,0.0,12.0
830,10_-10_0,48.851572837518816,2.3642973470960857,1732,10,-10,0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,10.0
831,9_-10_1,48.85106012127071,2.362947612386477,1652,9,-10,1,1.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0
832,8_-10_2,48.850547405022574,2.3615978776768687,1587,8,-10,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
833,7_-10_3,48.850034688774464,2.36024814296726,1539,7,-10,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
834,6_-10_4,48.84952197252634,2.3588984082576507,1509,6,-10,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
835,5_-10_5,48.84900925627822,2.3575486735480427,1500,5,-10,5,1.0,4.0,5.0,1.0,0.0,0.0,0.0,11.0
836,4_-10_6,48.8484965400301,2.356198938838434,1509,4,-10,6,1.0,4.0,7.0,2.0,1.0,0.0,0.0,15.0
837,3_-10_7,48.847983823781995,2.3548492041288256,1539,3,-10,7,1.0,5.0,10.0,4.0,3.0,0.0,0.0,23.0
838,2_-10_8,48.847471107533856,2.3534994694192166,1587,2,-10,8,1.0,1.0,9.0,5.0,3.0,0.0,0.0,19.0
839,1_-10_9,48.84695839128575,2.3521497347096085,1652,1,-10,9,1.0,1.0,7.0,4.0,2.0,0.0,0.0,15.0
840,0_-10_10,48.84644567503763,2.3508,1732,0,-10,10,1.0,2.0,14.0,7.0,11.0,1.0,1.0,37.0
841,-1_-10_11,48.84593295878951,2.3494502652903915,1824,-1,-10,11,1.0,4.0,20.0,6.0,10.0,1.0,2.0,44.0
842,-2_-10_12,48.84542024254139,2.3481005305807834,1928,-2,-10,12,1.0,4.0,15.0,5.0,10.0,1.0,4.0,40.0
843,-3_-10_13,48.84490752629328,2.3467507958711744,2042,-3,-10,13,1.0,4.0,12.0,6.0,8.0,0.0,4.0,35.0
844,-4_-10_14,48.84439481004516,2.345401061161566,2163,-4,-10,14,1.0,6.0,3.0,4.0,2.0,0.0,1.0,17.0
845,-5_-10_15,48.843882093797035,2.3440513264519574,2291,-5,-10,15,1.0,5.0,4.0,6.0,3.0,0.0,1.0,20.0
846,-6_-10_16,48.84336937754893,2.3427015917423493,2424,-6,-10,16,1.0,2.0,3.0,4.0,2.0,0.0,0.0,12.0
847,-7_-10_17,48.84285666130079,2.3413518570327403,2563,-7,-10,17,1.0,0.0,4.0,6.0,2.0,0.0,0.0,13.0
848,-8_-10_18,48.84234394505268,2.340002122323132,2705,-8,-10,18,1.0,1.0,3.0,1.0,1.0,0.0,0.0,7.0
849,-9_-10_19,48.84183122880457,2.338652387613523,2851,-9,-10,19,1.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0
850,-10_-10_20,48.841318512556455,2.3373026529039143,3000,-10,-10,20,1.0,1.0,2.0,5.0,0.0,1.0,0.0,10.0
851,-11_-10_21,48.84080579630832,2.3359529181943057,3151,-11,-10,21,1.0,1.0,4.0,5.0,0.0,1.0,0.0,12.0
852,-12_-10_22,48.84029308006021,2.3346031834846968,3304,-12,-10,22,1.0,1.0,5.0,4.0,0.0,1.0,0.0,12.0
853,-13_-10_23,48.8397803638121,2.3332534487750887,3459,-13,-10,23,1.0,3.0,11.0,4.0,1.0,1.0,0.0,21.0
854,-14_-10_24,48.83926764756397,2.33190371406548,3616,-14,-10,24,1.0,3.0,7.0,4.0,1.0,0.0,0.0,16.0
855,-15_-10_25,48.83875493131586,2.330553979355872,3774,-15,-10,25,1.0,0.0,5.0,3.0,0.0,0.0,0.0,9.0
856,-16_-10_26,48.83824221506774,2.329204244646263,3934,-16,-10,26,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0
857,-17_-10_27,48.83772949881962,2.3278545099366545,4095,-17,-10,27,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
858,-18_-10_28,48.837216782571495,2.326504775227046,4256,-18,-10,28,1.0,2.0,2.0,1.0,2.0,4.0,0.0,12.0
859,-19_-10_29,48.836704066323385,2.325155040517437,4419,-19,-10,29,1.0,5.0,4.0,2.0,3.0,4.0,0.0,19.0
860,-20_-10_30,48.83619135007528,2.3238053058078285,4582,-20,-10,30,1.0,6.0,3.0,2.0,3.0,6.0,0.0,21.0
861,30_-9_-21,48.862852594977426,2.391292041288257,4618,30,-9,-21,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0
862,29_-9_-20,48.862339878729294,2.3899423065786483,4453,29,-9,-20,1.0,0.0,2.0,2.0,3.0,0.0,0.0,8.0
863,28_-9_-19,48.861827162481184,2.38859257186904,4288,28,-9,-19,1.0,0.0,2.0,3.0,3.0,1.0,0.0,10.0
864,27_-9_-18,48.86131444623306,2.387242837159431,4124,27,-9,-18,1.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0
865,26_-9_-17,48.86080172998494,2.3858931024498227,3961,26,-9,-17,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0
866,25_-9_-16,48.86028901373682,2.3845433677402137,3798,25,-9,-16,1.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0
867,24_-9_-15,48.85977629748871,2.3831936330306056,3637,24,-9,-15,1.0,1.0,2.0,3.0,2.0,0.0,0.0,9.0
868,23_-9_-14,48.859263581240604,2.381843898320997,3477,23,-9,-14,1.0,1.0,1.0,3.0,2.0,1.0,1.0,10.0
869,22_-9_-13,48.858750864992466,2.3804941636113885,3318,22,-9,-13,1.0,3.0,9.0,6.0,4.0,1.0,2.0,26.0
870,21_-9_-12,48.85823814874436,2.37914442890178,3160,21,-9,-12,1.0,3.0,10.0,9.0,5.0,0.0,1.0,29.0
871,20_-9_-11,48.857725432496224,2.3777946941921715,3004,20,-9,-11,1.0,5.0,8.0,7.0,5.0,0.0,1.0,27.0
872,19_-9_-10,48.857212716248114,2.376444959482563,2851,19,-9,-10,1.0,4.0,9.0,11.0,8.0,2.0,1.0,36.0
873,18_-9_-9,48.8567,2.375095224772954,2699,18,-9,-9,1.0,4.0,11.0,10.0,7.0,3.0,1.0,37.0
874,17_-9_-8,48.85618728375188,2.373745490063345,2551,17,-9,-8,1.0,3.0,9.0,10.0,7.0,4.0,1.0,35.0
875,16_-9_-7,48.855674567503755,2.372395755353737,2406,16,-9,-7,1.0,4.0,10.0,13.0,14.0,4.0,1.0,47.0
876,15_-9_-6,48.855161851255644,2.3710460206441284,2264,15,-9,-6,1.0,4.0,8.0,12.0,10.0,4.0,1.0,40.0
877,14_-9_-5,48.85464913500754,2.36969628593452,2128,14,-9,-5,1.0,2.0,10.0,12.0,11.0,4.0,1.0,41.0
878,13_-9_-4,48.854136418759396,2.368346551224912,1997,13,-9,-4,1.0,2.0,10.0,12.0,5.0,3.0,1.0,34.0
879,12_-9_-3,48.85362370251129,2.3669968165153032,1873,12,-9,-3,1.0,1.0,10.0,3.0,4.0,3.0,1.0,23.0
880,11_-9_-2,48.85311098626317,2.3656470818056943,1757,11,-9,-2,1.0,1.0,8.0,3.0,4.0,2.0,0.0,19.0
881,10_-9_-1,48.85259827001505,2.3642973470960857,1652,10,-9,-1,1.0,2.0,8.0,3.0,2.0,0.0,0.0,16.0
882,9_-9_0,48.852085553766926,2.362947612386477,1558,9,-9,0,1.0,2.0,6.0,2.0,2.0,0.0,0.0,13.0
883,8_-9_1,48.851572837518816,2.3615978776768687,1479,8,-9,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0
884,7_-9_2,48.85106012127071,2.36024814296726,1417,7,-9,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
885,6_-9_3,48.850547405022574,2.3588984082576507,1374,6,-9,3,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0
886,5_-9_4,48.850034688774464,2.3575486735480427,1352,5,-9,4,1.0,5.0,9.0,2.0,0.0,0.0,3.0,20.0
887,4_-9_5,48.84952197252634,2.356198938838434,1352,4,-9,5,1.0,5.0,10.0,2.0,1.0,0.0,2.0,21.0
888,3_-9_6,48.84900925627822,2.3548492041288256,1374,3,-9,6,1.0,6.0,11.0,4.0,2.0,2.0,0.0,26.0
889,2_-9_7,48.8484965400301,2.3534994694192166,1417,2,-9,7,1.0,4.0,13.0,6.0,3.0,2.0,0.0,29.0
890,1_-9_8,48.847983823781995,2.3521497347096085,1479,1,-9,8,1.0,2.0,12.0,7.0,2.0,3.0,0.0,27.0
891,0_-9_9,48.847471107533856,2.3508,1558,0,-9,9,1.0,3.0,11.0,6.0,6.0,3.0,0.0,30.0
892,-1_-9_10,48.84695839128575,2.3494502652903915,1652,-1,-9,10,1.0,4.0,14.0,10.0,10.0,1.0,0.0,40.0
893,-2_-9_11,48.84644567503763,2.3481005305807834,1757,-2,-9,11,1.0,3.0,14.0,6.0,10.0,1.0,1.0,36.0
894,-3_-9_12,48.84593295878951,2.3467507958711744,1873,-3,-9,12,1.0,5.0,14.0,8.0,10.0,1.0,0.0,39.0
895,-4_-9_13,48.84542024254139,2.345401061161566,1997,-4,-9,13,1.0,5.0,4.0,4.0,4.0,0.0,2.0,20.0
896,-5_-9_14,48.84490752629328,2.3440513264519574,2128,-5,-9,14,1.0,5.0,4.0,8.0,5.0,0.0,2.0,25.0
897,-6_-9_15,48.84439481004516,2.3427015917423493,2264,-6,-9,15,1.0,5.0,4.0,8.0,5.0,0.0,1.0,24.0
898,-7_-9_16,48.843882093797035,2.3413518570327403,2406,-7,-9,16,1.0,2.0,4.0,6.0,4.0,0.0,1.0,18.0
899,-8_-9_17,48.84336937754893,2.340002122323132,2551,-8,-9,17,1.0,0.0,4.0,5.0,1.0,0.0,0.0,11.0
900,-9_-9_18,48.84285666130079,2.338652387613523,2700,-9,-9,18,1.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0
901,-10_-9_19,48.84234394505268,2.3373026529039143,2851,-10,-9,19,1.0,0.0,1.0,3.0,0.0,1.0,0.0,6.0
902,-11_-9_20,48.84183122880457,2.3359529181943057,3004,-11,-9,20,1.0,1.0,3.0,4.0,0.0,1.0,0.0,10.0
903,-12_-9_21,48.841318512556455,2.3346031834846968,3160,-12,-9,21,1.0,2.0,7.0,3.0,0.0,1.0,0.0,14.0
904,-13_-9_22,48.84080579630832,2.3332534487750887,3318,-13,-9,22,1.0,3.0,10.0,6.0,1.0,2.0,0.0,23.0
905,-14_-9_23,48.84029308006021,2.33190371406548,3477,-14,-9,23,1.0,3.0,10.0,6.0,1.0,2.0,0.0,23.0
906,-15_-9_24,48.8397803638121,2.330553979355872,3637,-15,-9,24,1.0,2.0,10.0,5.0,0.0,2.0,0.0,20.0
907,-16_-9_25,48.83926764756397,2.329204244646263,3798,-16,-9,25,1.0,0.0,5.0,5.0,0.0,0.0,0.0,11.0
908,-17_-9_26,48.83875493131586,2.3278545099366545,3961,-17,-9,26,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0
909,-18_-9_27,48.83824221506774,2.326504775227046,4124,-18,-9,27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
910,-19_-9_28,48.83772949881962,2.325155040517437,4288,-19,-9,28,1.0,7.0,1.0,1.0,1.0,3.0,0.0,14.0
911,-20_-9_29,48.837216782571495,2.3238053058078285,4453,-20,-9,29,1.0,7.0,3.0,1.0,3.0,5.0,0.0,20.0
912,-21_-9_30,48.836704066323385,2.3224555710982204,4618,-21,-9,30,1.0,7.0,5.0,3.0,2.0,5.0,0.0,23.0
913,30_-8_-22,48.86387802747365,2.391292041288257,4660,30,-8,-22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
914,29_-8_-21,48.863365311225536,2.3899423065786483,4493,29,-8,-21,1.0,0.0,2.0,2.0,2.0,0.0,0.0,7.0
915,28_-8_-20,48.862852594977426,2.38859257186904,4326,28,-8,-20,1.0,0.0,2.0,3.0,4.0,1.0,0.0,11.0
916,27_-8_-19,48.862339878729294,2.387242837159431,4160,27,-8,-19,1.0,0.0,2.0,3.0,4.0,3.0,0.0,13.0
917,26_-8_-18,48.861827162481184,2.3858931024498227,3994,26,-8,-18,1.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0
918,25_-8_-17,48.86131444623306,2.3845433677402137,3830,25,-8,-17,1.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0
919,24_-8_-16,48.86080172998494,2.3831936330306056,3666,24,-8,-16,1.0,0.0,1.0,2.0,2.0,3.0,0.0,9.0
920,23_-8_-15,48.86028901373682,2.381843898320997,3502,23,-8,-15,1.0,2.0,2.0,3.0,2.0,2.0,1.0,13.0
921,22_-8_-14,48.85977629748871,2.3804941636113885,3340,22,-8,-14,1.0,1.0,6.0,5.0,6.0,4.0,1.0,24.0
922,21_-8_-13,48.859263581240604,2.37914442890178,3179,21,-8,-13,1.0,1.0,7.0,4.0,4.0,3.0,1.0,21.0
923,20_-8_-12,48.858750864992466,2.3777946941921715,3019,20,-8,-12,1.0,2.0,6.0,6.0,4.0,0.0,1.0,20.0
924,19_-8_-11,48.85823814874436,2.376444959482563,2861,19,-8,-11,1.0,2.0,4.0,8.0,4.0,0.0,2.0,21.0
925,18_-8_-10,48.857725432496224,2.375095224772954,2705,18,-8,-10,1.0,3.0,7.0,7.0,3.0,2.0,1.0,24.0
926,17_-8_-9,48.857212716248114,2.373745490063345,2551,17,-8,-9,1.0,3.0,8.0,7.0,4.0,2.0,1.0,26.0
927,16_-8_-8,48.8567,2.372395755353737,2399,16,-8,-8,1.0,2.0,8.0,11.0,8.0,3.0,1.0,34.0
928,15_-8_-7,48.85618728375188,2.3710460206441284,2251,15,-8,-7,1.0,4.0,10.0,14.0,6.0,3.0,0.0,38.0
929,14_-8_-6,48.855674567503755,2.36969628593452,2107,14,-8,-6,1.0,2.0,14.0,14.0,6.0,5.0,0.0,42.0
930,13_-8_-5,48.855161851255644,2.368346551224912,1967,13,-8,-5,1.0,2.0,10.0,14.0,7.0,4.0,1.0,39.0
931,12_-8_-4,48.85464913500754,2.3669968165153032,1833,12,-8,-4,1.0,1.0,13.0,7.0,2.0,5.0,0.0,29.0
932,11_-8_-3,48.854136418759396,2.3656470818056943,1705,11,-8,-3,1.0,1.0,15.0,8.0,5.0,6.0,0.0,36.0
933,10_-8_-2,48.85362370251129,2.3642973470960857,1587,10,-8,-2,1.0,2.0,14.0,8.0,4.0,2.0,0.0,31.0
934,9_-8_-1,48.85311098626317,2.362947612386477,1479,9,-8,-1,1.0,3.0,11.0,6.0,3.0,1.0,0.0,25.0
935,8_-8_0,48.85259827001505,2.3615978776768687,1385,8,-8,0,1.0,2.0,6.0,2.0,1.0,1.0,0.0,13.0
936,7_-8_1,48.852085553766926,2.36024814296726,1307,7,-8,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,6.0
937,6_-8_2,48.851572837518816,2.3588984082576507,1248,6,-8,2,1.0,1.0,2.0,0.0,0.0,0.0,3.0,7.0
938,5_-8_3,48.85106012127071,2.3575486735480427,1212,5,-8,3,1.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0
939,4_-8_4,48.850547405022574,2.356198938838434,1200,4,-8,4,1.0,5.0,14.0,3.0,1.0,0.0,4.0,28.0
